Cor,Placa,Marca,Ano,Kilometragem,Valor,Modelo,Categoria
Vermelho,7N-4806,Honda,1994,167006.0,218236.0,458 Italia,Pick-up
Branco,1R-2865,Chevrolet,1995,210778.0,672028.0,Aventador,Super Esportivo
Vermelho,8O-8275,Honda,2010,297758.0,425054.0,Duster,Esportivo
Azul,6R-1038,Lamborghini,2007,144839.0,638225.0,C4 Cactus,Sedan
Azul,5E-2718,Mitsubishi,2015,247706.0,716656.0,City,Sedan
Azul,9Z-4436,Mitsubishi,1990,164806.0,807382.0,Tiguan,Sedan
Preto,1P-2534,Ford,2018,268008.0,710618.0,F12 Berlinetta,SUV
Azul,7Q-9418,Chevrolet,2023,97882.0,358255.0,Tucson,Super Esportivo
Azul,8O-9555,Toyota,2022,98486.0,354914.0,Creta,Esportivo
Azul,7D-1719,Ferrari,2013,218380.0,776237.0,Aventador,Sedan
Preto,1I-1449,Ferrari,2021,242519.0,133708.0,Kicks,SUV
Branco,1I-7645,Chevrolet,2008,110798.0,390966.0,Renegade,Super Esportivo
Azul,3Q-1194,Mitsubishi,1998,183637.0,107801.0,Strada,Esportivo
Vermelho,9C-4523,Toyota,2010,20619.0,993476.0,City,Pick-up
Branco,7T-8071,Lamborghini,2000,211688.0,520522.0,Tiguan,Pick-up
Vermelho,6Y-2475,Toyota,1990,113302.0,462266.0,812 GTS,Sedan
Preto,4P-6857,Ferrari,1991,33165.0,397568.0,A3,Sedan
Branco,4D-5472,Toyota,2010,109265.0,407329.0,Focus,SUV
Azul,3S-8955,Chevrolet,2005,251499.0,548330.0,Voyage,SUV
Verde,6Z-2822,Lamborghini,1995,274776.0,563851.0,A3,Super Esportivo
Vermelho,4E-9698,Lamborghini,2014,185212.0,926495.0,Gallardo,Hatch
Vermelho,4G-7413,Chevrolet,2019,160074.0,492097.0,Essenza SCV12,Hatch
Verde,3F-4076,Mitsubishi,2020,199862.0,57303.0,488 GTB,Esportivo
Preto,6F-6828,Ferrari,2002,31434.0,653559.0,Tiguan,Super Esportivo
Azul,9I-4441,Chevrolet,2010,26052.0,859435.0,A3,Super Esportivo
Azul,7G-9047,Toyota,2004,7352.0,463497.0,Fit,Pick-up
Branco,2P-7642,Lamborghini,2001,129675.0,329569.0,Portofino,Hatch
Vermelho,2A-8872,Toyota,2011,139980.0,471179.0,812 GTS,Sedan
Verde,3V-3502,Lamborghini,1997,31367.0,864790.0,458 Speciale,Esportivo
Branco,4E-2764,Ford,2013,106457.0,974090.0,Onix,SUV
Verde,3E-6699,Mitsubishi,2005,188696.0,418011.0,F12 Berlinetta,Hatch
Azul,7U-9884,Ferrari,1992,162043.0,211005.0,Portofino,Esportivo
Branco,1Z-1648,Toyota,2020,96868.0,396836.0,Tiguan,Pick-up
Vermelho,7F-1274,Lamborghini,1996,12324.0,729768.0,F8 Tributo,SUV
Preto,8Z-2665,Mitsubishi,2003,137145.0,187422.0,Aventador SVJ,SUV
Vermelho,7E-3304,Ford,2008,106869.0,496129.0,Fit,Esportivo
Vermelho,7A-2961,Honda,2018,249526.0,471408.0,Reventón,Esportivo
Preto,9I-8590,Toyota,1997,180811.0,522027.0,Sian,Hatch
Branco,1F-3794,Lamborghini,1994,172436.0,534620.0,Kicks,Pick-up
Branco,1N-9065,Mitsubishi,1994,115070.0,213392.0,Urus,SUV
Branco,9V-5427,Lamborghini,2013,108691.0,929768.0,488 Pista,Pick-up
Verde,6M-5192,Honda,2004,33133.0,317612.0,812 Superfast,Pick-up
Preto,6M-7095,Toyota,2005,206019.0,113608.0,Fusion,SUV
Azul,1L-3266,Mitsubishi,2001,53076.0,134589.0,Portofino,SUV
Branco,2W-8822,Chevrolet,1995,153453.0,158200.0,F8 Tributo,Super Esportivo
Vermelho,3R-1742,Toyota,2021,189231.0,871151.0,A3,Super Esportivo
Verde,9W-9377,Honda,2012,221047.0,807193.0,A3,Super Esportivo
Branco,6T-2025,Ford,2000,195868.0,147533.0,458 Italia,SUV
Verde,1B-1432,Mitsubishi,1995,132310.0,795917.0,F430,Super Esportivo
Azul,7K-3602,Ford,2008,289933.0,452329.0,Corolla,SUV
Azul,5U-2417,Mitsubishi,1998,85511.0,343089.0,Kicks,Super Esportivo
Branco,1H-2294,Mitsubishi,1994,285769.0,916326.0,Eclipse GT,Sedan
Branco,3H-8373,Mitsubishi,2007,14770.0,589826.0,812 GTS,SUV
Vermelho,4T-3403,Toyota,2023,88648.0,726070.0,Eclipse GT,Esportivo
Verde,7C-9789,Ferrari,2006,195100.0,964662.0,812 Superfast,Pick-up
Azul,4J-5822,Lamborghini,2016,166064.0,53539.0,Gallardo,SUV
Preto,8F-7910,Honda,2011,133651.0,637241.0,Focus,SUV
Verde,2B-5221,Lamborghini,2006,195453.0,726014.0,Gallardo,SUV
Branco,2O-3470,Chevrolet,2022,55270.0,658847.0,Golf,Sedan
Branco,3Q-6870,Ford,2005,17479.0,933892.0,A3,Super Esportivo
Preto,6R-3952,Ferrari,2006,15684.0,374644.0,458 Speciale,Esportivo
Verde,1C-7546,Ford,1998,206021.0,513369.0,Corolla,Esportivo
Preto,6D-9760,Toyota,1996,151724.0,743468.0,Fit,Hatch
Preto,1B-4033,Ford,1990,64748.0,263359.0,458 Italia,Pick-up
Branco,9U-6833,Chevrolet,1993,90659.0,115309.0,Fiesta,SUV
Preto,9K-1901,Ford,2002,139439.0,940188.0,488 Pista,Pick-up
Branco,5E-4387,Toyota,2019,167603.0,254338.0,A3,Super Esportivo
Azul,6E-1187,Honda,2020,91453.0,165653.0,Cruze,Hatch
Verde,3E-3404,Mitsubishi,2008,150617.0,225198.0,Reventón,SUV
Verde,2U-8092,Ferrari,2017,169291.0,616439.0,Urus,SUV
Azul,5K-5524,Honda,2009,244655.0,920747.0,Portofino,Sedan
Preto,2O-2012,Toyota,2007,143325.0,351989.0,Hilux,Hatch
Verde,7Q-5196,Honda,2000,158238.0,726302.0,Strada,Pick-up
Preto,7F-2541,Honda,1996,269947.0,971508.0,HR-V,Super Esportivo
Vermelho,2B-3222,Lamborghini,2003,166442.0,205264.0,Eclipse GT,SUV
Vermelho,4F-6678,Ford,1996,118812.0,702747.0,Corolla,Sedan
Preto,5F-8773,Ferrari,2010,279205.0,732539.0,Urus,Hatch
Verde,9E-9023,Ferrari,2019,62434.0,462419.0,F12 Berlinetta,Hatch
Branco,3I-4327,Toyota,1996,293646.0,833282.0,Aventador,Sedan
Vermelho,5W-5258,Toyota,2013,47149.0,356781.0,Strada,Hatch
Branco,1U-5361,Lamborghini,1997,62523.0,335055.0,Huracan,Esportivo
Azul,6O-6229,Mitsubishi,2012,193256.0,305948.0,Creta,Hatch
Vermelho,5L-8665,Toyota,1991,265711.0,877551.0,Onix,Pick-up
Verde,8Y-6575,Chevrolet,1992,131091.0,935444.0,Civic,Pick-up
Preto,1M-1237,Ford,1997,1146.0,89271.0,F8 Tributo,Super Esportivo
Branco,1F-8200,Honda,1990,25125.0,720051.0,HR-V,Pick-up
Branco,9X-2269,Mitsubishi,2000,228237.0,255156.0,Aventador SVJ,Sedan
Branco,4F-4454,Toyota,2008,133698.0,53792.0,Sian,Hatch
Verde,9C-9341,Ferrari,1992,164279.0,30606.0,Compass,Sedan
Branco,7O-2731,Ford,2017,239316.0,730150.0,Focus,Super Esportivo
Branco,3K-4303,Mitsubishi,2018,88596.0,472408.0,Strada,Esportivo
Azul,3Q-8434,Mitsubishi,2011,17217.0,465628.0,F430,Pick-up
Preto,7M-3439,Ferrari,1996,35845.0,792542.0,Creta,Hatch
Verde,2B-9308,Lamborghini,1999,240972.0,320930.0,Aventador,Pick-up
Verde,4X-3670,Toyota,1997,60985.0,304929.0,S10,Super Esportivo
Verde,9L-5245,Chevrolet,2019,29918.0,907844.0,Essenza SCV12,Esportivo
Azul,2U-4553,Lamborghini,2023,150249.0,946708.0,Portofino,Pick-up
Vermelho,7S-9630,Toyota,2011,96581.0,455764.0,A3,Hatch
Verde,6X-7984,Honda,2019,142740.0,427522.0,Hilux,Super Esportivo
Vermelho,5L-4014,Lamborghini,1996,220787.0,723827.0,Uno,Sedan
Azul,6V-3960,Chevrolet,2005,208828.0,691607.0,HR-V,Pick-up
Verde,6U-4007,Mitsubishi,2012,291524.0,215204.0,Fiesta,SUV
Branco,8C-3732,Ferrari,1999,229025.0,186249.0,Compass,Pick-up
Vermelho,3G-4477,Chevrolet,2014,203974.0,912460.0,Voyage,SUV
Vermelho,5A-1593,Ferrari,2015,260396.0,388368.0,Renegade,Hatch
Verde,2U-1687,Chevrolet,2015,230443.0,23930.0,F12 Berlinetta,Pick-up
Branco,4Q-9559,Mitsubishi,1993,129917.0,228200.0,Sian,Esportivo
Verde,4S-9270,Lamborghini,1993,36964.0,951356.0,Eclipse GT,Super Esportivo
Vermelho,6B-8857,Chevrolet,2004,234964.0,380376.0,Essenza SCV12,Pick-up
Preto,1Y-9736,Toyota,2012,26368.0,699738.0,Kicks,Hatch
Preto,7X-5343,Ford,1998,158203.0,902055.0,Tiguan,Super Esportivo
Preto,9G-9671,Mitsubishi,2014,17490.0,789130.0,Renegade,Pick-up
Azul,1S-9953,Chevrolet,2020,164409.0,33849.0,F430,Hatch
Verde,7K-6714,Lamborghini,2017,25945.0,918443.0,Essenza SCV12,SUV
Verde,9Q-9713,Chevrolet,2021,256526.0,277480.0,Portofino,Hatch
Branco,8T-9715,Ford,2014,249297.0,311828.0,Aventador SVJ,Pick-up
Vermelho,9F-4038,Ferrari,2000,250081.0,985306.0,Gallardo,Pick-up
Verde,8S-5481,Mitsubishi,2005,111383.0,639902.0,Aventador SVJ,Hatch
Preto,5C-4349,Mitsubishi,2023,25922.0,372572.0,Focus,Esportivo
Branco,9J-7457,Mitsubishi,2001,266718.0,853844.0,458 Speciale,Esportivo
Vermelho,5M-6250,Chevrolet,2001,209156.0,727590.0,F430,Super Esportivo
Preto,1R-2243,Lamborghini,2009,169664.0,530668.0,F430,Pick-up
Verde,4M-3210,Ford,2015,79406.0,561106.0,Gallardo,Esportivo
Preto,2Z-1152,Ferrari,2012,251033.0,887858.0,Polo,Super Esportivo
Preto,8N-8735,Toyota,2000,131481.0,194598.0,F12 Berlinetta,Pick-up
Azul,6Z-5795,Mitsubishi,2010,206123.0,818482.0,Essenza SCV12,Esportivo
Azul,6B-6088,Toyota,2008,138731.0,583680.0,Fiesta Sedan,SUV
Vermelho,6Q-5849,Chevrolet,2006,255864.0,995667.0,Essenza SCV12,Super Esportivo
Preto,5F-8479,Toyota,2017,180273.0,213690.0,Kicks,Sedan
Vermelho,7N-2878,Ferrari,2011,219030.0,437269.0,Tucson,Super Esportivo
Branco,6L-2073,Toyota,2007,31026.0,863148.0,Creta,Super Esportivo
Verde,6U-5917,Ferrari,2010,190198.0,658236.0,Tiguan,Pick-up
Verde,9D-6640,Lamborghini,1992,130837.0,540356.0,Tiguan,Hatch
Verde,2C-3564,Chevrolet,1991,290097.0,918052.0,Fiesta,Sedan
Preto,9S-1818,Ferrari,2007,56239.0,697727.0,Uno,Esportivo
Branco,5L-1042,Mitsubishi,2000,175428.0,883278.0,Fiesta Sedan,Esportivo
Azul,5E-2125,Ferrari,2007,79640.0,751912.0,Reventón,Super Esportivo
Azul,2R-5243,Ford,2004,95325.0,216418.0,488 Pista,Pick-up
Vermelho,6S-4064,Mitsubishi,2020,259424.0,802722.0,812 GTS,SUV
Azul,7T-2680,Mitsubishi,2003,8041.0,26183.0,City,Sedan
Vermelho,9Q-4288,Mitsubishi,2018,59310.0,736139.0,California T,Esportivo
Preto,6E-3060,Ferrari,2003,29995.0,287719.0,Huracan,Super Esportivo
Preto,5B-9517,Honda,1990,232285.0,253661.0,Hilux,Super Esportivo
Preto,4N-7338,Ferrari,1993,37009.0,358153.0,Aventador SVJ,Pick-up
Azul,4J-5703,Chevrolet,2007,217701.0,839053.0,Golf,Super Esportivo
Azul,1H-4507,Ford,2010,67453.0,548152.0,Essenza SCV12,Super Esportivo
Branco,9V-9332,Honda,2017,39882.0,700866.0,Fiesta,Sedan
Preto,5Z-4587,Chevrolet,2016,79091.0,870830.0,HR-V,Sedan
Preto,1G-5223,Chevrolet,1996,85586.0,586191.0,Renegade,Hatch
Branco,6W-2687,Ferrari,2007,98998.0,782408.0,Fiesta Sedan,Pick-up
Vermelho,8N-1830,Ford,2007,176041.0,513310.0,Civic,Esportivo
Vermelho,9R-3667,Honda,2004,30910.0,829869.0,Onix,Hatch
Preto,8Y-2556,Honda,2005,174018.0,275624.0,Civic,SUV
Azul,4Z-6166,Ferrari,2006,219753.0,612981.0,Creta,Sedan
Azul,5F-7604,Chevrolet,1990,12711.0,738808.0,Kicks,Sedan
Vermelho,8T-9367,Ford,2006,97127.0,738391.0,Tiguan,SUV
Vermelho,2H-5673,Lamborghini,1993,111768.0,782322.0,Essenza SCV12,Pick-up
Preto,4T-7172,Honda,2019,75960.0,744548.0,Fiesta Sedan,Sedan
Verde,8X-5365,Lamborghini,2017,227596.0,56433.0,S10,Pick-up
Azul,8H-9880,Honda,1996,35374.0,178456.0,Cruze,SUV
Branco,7R-4436,Honda,1991,241995.0,362398.0,812 GTS,Hatch
Branco,8J-9934,Lamborghini,2023,202044.0,64320.0,Tiguan,Super Esportivo
Branco,3R-1003,Mitsubishi,1997,180700.0,108594.0,Renegade,Esportivo
Preto,9L-4119,Honda,1990,226037.0,19402.0,Strada,Pick-up
Branco,2O-4342,Honda,1992,86181.0,310900.0,Ranger,Super Esportivo
Preto,8Y-2904,Ford,2015,67121.0,772307.0,Strada,Esportivo
Preto,1M-3394,Toyota,2012,186698.0,396576.0,Creta,Pick-up
Branco,7Q-1373,Mitsubishi,1993,171147.0,849388.0,Fusion,SUV
Azul,1S-6734,Ferrari,2015,37943.0,725278.0,Tucson,Sedan
Vermelho,1E-5211,Chevrolet,2013,78095.0,117953.0,488 Pista,Super Esportivo
Preto,3B-7913,Ferrari,1998,243680.0,578116.0,F12 Berlinetta,Pick-up
Preto,7P-4768,Chevrolet,2002,16531.0,863967.0,488 Pista,Super Esportivo
Preto,3K-9845,Honda,2022,99725.0,310584.0,Creta,Esportivo
Preto,5Z-8566,Honda,2006,277130.0,409002.0,Aventador,Esportivo
Verde,5N-7229,Lamborghini,1992,134250.0,790287.0,488 GTB,SUV
Preto,1C-9680,Chevrolet,2010,260828.0,125329.0,458 Italia,Pick-up
Azul,8U-2438,Toyota,2018,31970.0,490504.0,Fusion,Sedan
Azul,8Q-1331,Ford,1996,144797.0,966530.0,Fiesta Sedan,Hatch
Branco,8O-5584,Ferrari,2012,272076.0,255406.0,812 Superfast,Sedan
Vermelho,3R-3119,Ford,1998,67574.0,582560.0,458 Italia,Hatch
Verde,7J-4185,Chevrolet,2012,121596.0,62815.0,812 Superfast,Sedan
Vermelho,5T-6161,Mitsubishi,1997,82558.0,59874.0,Reventón,Sedan
Branco,4S-8407,Ferrari,2017,231493.0,109439.0,Fiesta Sedan,Sedan
Branco,9L-9753,Lamborghini,2009,106618.0,171036.0,City,Esportivo
Branco,3C-9302,Lamborghini,2001,126921.0,294767.0,Polo,Sedan
Verde,6B-3440,Toyota,2010,153170.0,300042.0,488 Pista,Esportivo
Preto,4P-8089,Honda,2011,214211.0,15601.0,Portofino,Sedan
Azul,3M-4626,Lamborghini,1992,124935.0,131877.0,C4 Cactus,SUV
Preto,7V-1013,Ferrari,1993,265082.0,618589.0,Tiguan,Super Esportivo
Azul,7M-9155,Toyota,1999,109140.0,574398.0,Aventador,Hatch
Branco,7S-4581,Chevrolet,1995,40735.0,667394.0,Portofino,Esportivo
Preto,1H-9156,Mitsubishi,2014,139893.0,234550.0,F12 Berlinetta,Esportivo
Branco,5S-5858,Ferrari,1996,30038.0,959810.0,488 Pista,Sedan
Vermelho,2W-8032,Chevrolet,2007,25044.0,37844.0,Huracan,Sedan
Vermelho,7O-4740,Mitsubishi,1999,46159.0,667236.0,Fiesta,Hatch
Azul,4M-8364,Toyota,1998,202521.0,529384.0,Tiguan,Pick-up
Branco,2M-5777,Mitsubishi,2020,193303.0,177303.0,Duster,SUV
Branco,3D-6323,Mitsubishi,1997,131343.0,856613.0,Urus,Super Esportivo
Vermelho,2F-7567,Honda,2000,162301.0,853251.0,Strada,Esportivo
Vermelho,6V-1000,Ford,2011,64438.0,272207.0,Voyage,Sedan
Azul,9L-4782,Lamborghini,2006,104401.0,770174.0,Creta,Super Esportivo
Verde,9J-7657,Honda,2002,243845.0,135299.0,Voyage,Sedan
Verde,8A-8574,Toyota,2005,22203.0,659829.0,Tucson,Pick-up
Preto,8B-6932,Ford,1994,69211.0,486148.0,Urus,Esportivo
Vermelho,4C-1468,Chevrolet,2021,206860.0,665232.0,Urus,Sedan
Verde,1O-1066,Chevrolet,2016,117513.0,401176.0,Corolla,Hatch
Vermelho,9I-8450,Mitsubishi,2002,253391.0,869523.0,Urus,Esportivo
Branco,9M-8762,Honda,2022,20754.0,505210.0,Strada,Pick-up
Branco,1Z-3871,Ferrari,1997,180300.0,123664.0,Fit,Super Esportivo
Vermelho,2B-5691,Honda,2020,160401.0,980723.0,California T,Pick-up
Vermelho,4T-6438,Ferrari,2002,289607.0,988479.0,Aventador SVJ,Pick-up
Verde,2O-4591,Ford,2009,131569.0,995633.0,Tiguan,Pick-up
Preto,5T-5128,Ferrari,1998,222386.0,139702.0,Voyage,Super Esportivo
Branco,9N-2544,Mitsubishi,1998,272947.0,641635.0,California T,Pick-up
Verde,5F-4674,Honda,2010,122311.0,345704.0,Reventón,Esportivo
Branco,3K-9125,Honda,1991,47311.0,172909.0,Aventador,Hatch
Azul,3P-8375,Ferrari,2020,210930.0,281852.0,Ranger,Esportivo
Branco,3M-3612,Ford,2008,144205.0,716761.0,Huracan,Hatch
Azul,4N-7564,Chevrolet,2021,198327.0,377323.0,Golf,Pick-up
Verde,6O-4601,Ford,2010,284373.0,453816.0,Civic,Hatch
Azul,5B-7999,Ferrari,2001,202652.0,204024.0,488 GTB,Super Esportivo
Vermelho,9Q-6911,Ferrari,2012,93217.0,868057.0,C4 Cactus,Sedan
Preto,5J-3092,Ford,2008,272034.0,507922.0,Gallardo,Esportivo
Azul,7C-4580,Toyota,1992,194306.0,187838.0,Palio,Sedan
Preto,5X-5615,Toyota,1997,283153.0,398678.0,HR-V,Super Esportivo
Preto,1N-2651,Honda,2015,281633.0,614960.0,Duster,Super Esportivo
Preto,1S-7101,Ferrari,1993,102841.0,651781.0,Fit,Pick-up
Vermelho,7D-9466,Ferrari,2015,53933.0,818698.0,Tiguan,Pick-up
Branco,7S-4218,Ford,2004,275187.0,116448.0,A3,Sedan
Azul,5P-4470,Honda,2008,138345.0,686291.0,Tucson,Esportivo
Branco,2N-5767,Ferrari,2001,93036.0,880786.0,812 Superfast,Esportivo
Verde,8W-4977,Toyota,2001,213911.0,980364.0,Creta,Hatch
Branco,3G-4176,Lamborghini,2017,97471.0,16184.0,Eclipse GT,SUV
Preto,6H-2654,Ford,2015,3995.0,408228.0,Reventón,Super Esportivo
Azul,4T-7109,Ford,2014,177038.0,598658.0,S10,Pick-up
Azul,3J-7315,Chevrolet,2014,228808.0,27291.0,Urus,Sedan
Branco,7N-8807,Ferrari,2011,264034.0,872790.0,C4 Cactus,Hatch
Azul,7W-5883,Chevrolet,1990,63508.0,10348.0,Strada,Sedan
Azul,3U-2950,Chevrolet,1999,227432.0,907756.0,488 Pista,SUV
Azul,7F-6107,Toyota,1997,101280.0,510466.0,Aventador,SUV
Branco,2U-9826,Chevrolet,2008,206670.0,111501.0,HR-V,Esportivo
Azul,9T-9415,Ford,2004,127103.0,598392.0,C4 Cactus,Sedan
Verde,2E-5190,Ferrari,2015,241651.0,759629.0,Cruze,Super Esportivo
Branco,1Q-5435,Chevrolet,2003,220701.0,744078.0,Cruze,SUV
Preto,8U-6504,Ford,2021,130240.0,191303.0,Tiguan,Sedan
Preto,3N-9041,Honda,2004,113720.0,947230.0,F8 Tributo,Esportivo
Vermelho,3N-1679,Toyota,2010,152255.0,370728.0,Kicks,Pick-up
Azul,1B-7035,Ferrari,2007,13900.0,993115.0,Essenza SCV12,Hatch
Vermelho,2O-2545,Toyota,2020,214374.0,169153.0,Hilux,Esportivo
Vermelho,7Z-4609,Ferrari,2009,49704.0,592813.0,Voyage,Super Esportivo
Verde,8D-9398,Toyota,1994,159780.0,208823.0,City,Super Esportivo
Azul,8J-9368,Mitsubishi,2013,138114.0,861325.0,Strada,Pick-up
Preto,8U-9832,Chevrolet,2005,154018.0,474886.0,458 Speciale,Pick-up
Verde,8S-4060,Mitsubishi,2007,129023.0,569824.0,C4 Cactus,Super Esportivo
Vermelho,4O-8614,Honda,2013,85279.0,700256.0,A3,Sedan
Azul,5L-7098,Lamborghini,2019,180918.0,404067.0,F12 Berlinetta,Esportivo
Verde,4V-1827,Lamborghini,2021,227471.0,692327.0,Focus,Hatch
Verde,2A-3404,Chevrolet,2019,182595.0,225399.0,Fit,Pick-up
Branco,5D-9115,Honda,2011,151065.0,281112.0,Corolla,Super Esportivo
Azul,1G-7213,Lamborghini,2000,169104.0,917642.0,Kicks,SUV
Branco,4U-1354,Ferrari,2011,40222.0,288421.0,Golf,Hatch
Azul,4O-4253,Toyota,2007,216475.0,180354.0,S10,Esportivo
Preto,5X-8726,Toyota,2017,99565.0,299832.0,Compass,Pick-up
Branco,7T-2264,Ferrari,2001,279716.0,533391.0,Reventón,Super Esportivo
Branco,1X-3074,Chevrolet,2010,259489.0,864930.0,Onix,Sedan
Azul,9U-1157,Toyota,1994,128831.0,995962.0,LaFerrari,SUV
Verde,9G-7696,Lamborghini,2018,45547.0,156402.0,Tiguan,Hatch
Preto,9W-2183,Chevrolet,2006,11690.0,177918.0,Uno,Esportivo
Vermelho,5U-7201,Toyota,1990,29244.0,364449.0,LaFerrari,Esportivo
Branco,9M-6408,Lamborghini,2022,15397.0,317259.0,Urus,Super Esportivo
Branco,2O-3599,Honda,2007,77310.0,478783.0,Urus,Pick-up
Azul,8H-6908,Mitsubishi,2009,233213.0,340072.0,F430,Sedan
Verde,1V-8635,Chevrolet,1999,205884.0,798280.0,S10,Pick-up
Azul,3C-4786,Mitsubishi,2015,209470.0,511390.0,Uno,Pick-up
Verde,1A-7537,Ferrari,1992,152303.0,771667.0,Tiguan,Sedan
Azul,8U-4719,Toyota,2011,175803.0,261970.0,C4 Cactus,Esportivo
Vermelho,4B-9288,Ferrari,1990,160388.0,124164.0,Hilux,Pick-up
Azul,6U-5902,Mitsubishi,2005,74449.0,849519.0,Creta,SUV
Verde,7X-8122,Chevrolet,2005,236441.0,166958.0,Eclipse GT,SUV
Azul,4Q-3074,Mitsubishi,2016,91321.0,752363.0,Polo,SUV
Azul,4A-1833,Ferrari,1993,40613.0,344369.0,Portofino,Pick-up
Azul,3R-8316,Chevrolet,1995,240692.0,169901.0,Uno,Esportivo
Azul,2Q-1639,Lamborghini,1998,107739.0,333503.0,Strada,SUV
Preto,1F-2390,Ferrari,1996,143176.0,784266.0,F430,Hatch
Vermelho,7Z-3574,Chevrolet,2020,55468.0,707821.0,Tiguan,Hatch
Preto,2D-2921,Ferrari,2013,138131.0,172243.0,458 Speciale,Esportivo
Branco,8U-5409,Ferrari,2008,169238.0,389909.0,Huracan,Sedan
Verde,2L-7911,Lamborghini,1992,99780.0,10922.0,Kicks,Esportivo
Vermelho,8V-5523,Chevrolet,2004,72441.0,760141.0,Gallardo,Pick-up
Vermelho,9I-3506,Chevrolet,2012,145946.0,707254.0,F12 Berlinetta,Sedan
Preto,2V-4410,Lamborghini,2013,183185.0,163172.0,Creta,Pick-up
Preto,5O-4022,Lamborghini,1990,242913.0,948057.0,S10,SUV
Verde,3A-3738,Ferrari,2007,60080.0,965007.0,HR-V,Sedan
Preto,2M-5443,Toyota,2021,279888.0,861458.0,488 GTB,Super Esportivo
Branco,3H-1900,Toyota,2000,219427.0,114909.0,Cruze,Esportivo
Vermelho,8M-9685,Chevrolet,2021,91549.0,625536.0,Renegade,Super Esportivo
Vermelho,8H-4229,Mitsubishi,1997,150637.0,274513.0,F8 Tributo,SUV
Azul,4P-7017,Toyota,2013,66546.0,754245.0,Fit,Sedan
Vermelho,9I-2223,Ford,1999,151317.0,456058.0,Tiguan,Sedan
Verde,9E-9225,Honda,1994,280203.0,474620.0,Renegade,Esportivo
Preto,4O-8866,Lamborghini,1991,132835.0,738038.0,Renegade,Sedan
Azul,3J-7821,Chevrolet,1999,96137.0,229842.0,Corolla,Pick-up
Branco,2U-9044,Ford,2012,234571.0,100115.0,Tiguan,Super Esportivo
Branco,4N-4839,Toyota,2017,254438.0,170491.0,Polo,SUV
Azul,7V-4200,Toyota,2013,154193.0,69514.0,LaFerrari,Super Esportivo
Azul,4T-3913,Toyota,2005,68967.0,84236.0,HR-V,Pick-up
Verde,6P-2543,Toyota,2008,252404.0,770896.0,Tiguan,Sedan
Preto,8J-1439,Chevrolet,1999,145708.0,896996.0,F12 Berlinetta,Super Esportivo
Branco,4L-8567,Mitsubishi,2022,283603.0,908878.0,488 Pista,Super Esportivo
Preto,5X-1520,Ford,1997,296420.0,525142.0,Fiesta Sedan,Hatch
Preto,9D-2637,Lamborghini,2021,177285.0,542458.0,Compass,Super Esportivo
Azul,6I-6151,Mitsubishi,2003,219641.0,631159.0,812 GTS,Esportivo
Azul,9F-7474,Mitsubishi,1999,227132.0,861960.0,LaFerrari,SUV
Preto,7U-1535,Ford,2013,93055.0,490306.0,Aventador SVJ,Hatch
Vermelho,7N-3072,Honda,2000,232674.0,856768.0,Portofino,Sedan
Verde,1E-4866,Ford,2019,30186.0,653634.0,C4 Cactus,Super Esportivo
Vermelho,9B-1941,Ferrari,1996,101234.0,643779.0,F430,SUV
Branco,1I-9979,Ford,2016,138970.0,647146.0,Portofino,Super Esportivo
Vermelho,9B-6634,Toyota,2008,20123.0,463395.0,Portofino,Hatch
Preto,8Y-8091,Lamborghini,2011,150567.0,769171.0,Palio,Hatch
Preto,8N-7406,Mitsubishi,2005,47914.0,473078.0,Voyage,Pick-up
Vermelho,9P-3232,Ford,2006,102537.0,906364.0,Tiguan,Sedan
Azul,7E-9531,Chevrolet,2008,256370.0,964446.0,Sian,Super Esportivo
Azul,6B-4742,Lamborghini,1991,140095.0,85151.0,Renegade,Hatch
Azul,4X-6936,Chevrolet,2011,43976.0,382763.0,Polo,SUV
Preto,5W-8912,Lamborghini,2000,1446.0,491174.0,Fusion,Sedan
Preto,8I-9337,Ferrari,1996,107388.0,486068.0,Fit,SUV
Azul,6X-8894,Ford,1990,95731.0,186296.0,Compass,Super Esportivo
Azul,8T-6430,Ferrari,1990,298809.0,432030.0,Polo,Esportivo
Verde,9P-4333,Toyota,2001,180236.0,628320.0,458 Speciale,Super Esportivo
Verde,9X-1837,Ford,2023,245282.0,743851.0,HR-V,Super Esportivo
Verde,2L-1476,Ferrari,2005,189763.0,338248.0,Huracan,Super Esportivo
Vermelho,2H-3676,Mitsubishi,1993,210151.0,776958.0,Huracan,Super Esportivo
Branco,5M-8380,Honda,1993,207417.0,640577.0,488 Pista,Hatch
Branco,7J-8960,Mitsubishi,2004,65120.0,381239.0,Fiesta Sedan,Esportivo
Preto,6V-2437,Chevrolet,1995,276798.0,878578.0,Focus,SUV
Azul,8H-4006,Chevrolet,2005,7460.0,327698.0,City,Sedan
Azul,8W-8163,Ferrari,2002,49620.0,364580.0,F8 Tributo,Hatch
Azul,6Q-4084,Mitsubishi,1999,135963.0,707871.0,F8 Tributo,Hatch
Vermelho,3Z-2730,Ford,1998,248802.0,570051.0,Palio,Super Esportivo
Vermelho,6Q-3933,Chevrolet,1990,173073.0,645400.0,Ranger,Pick-up
Branco,3Y-1694,Mitsubishi,1990,236491.0,245744.0,S10,Super Esportivo
Preto,7Y-2734,Chevrolet,1999,298726.0,710380.0,Duster,Super Esportivo
